公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址,公司網站內公司治理資訊專區網址,股本(億元)
2540,愛山林建設開發股份有限公司,愛山林,建材營造,－,台北市中山區龍江路128號2樓,22190686,祝文宇,祝藝,張境在,副董事長,祝藝,(02)8773-6688,1986/09/06,1989/12/26,新台幣                 10.0000元,6749099750,674909975,0,0,合併,每年,董事會,統一綜合證券(股)公司股務代理部,(02)2746-3797,台北市松山區東興路8號地下1樓,安侯建業聯合會計師事務所,池世欽,黃欣婷,JSL,"2F., No. 128, Longjiang Rd., Zhongshan Dist.Taipei City 104, Taiwan (R.O.C)",(02)8773-6689,amma@mail.jsl.com.tw,https://www.isanlin.com/,林佩君,副理,02-87736688,amma@mail.jsl.com.tw,https://www.isanlin.com/retailer,https://www.isanlin.com/file,67.4909975
2542,興富發建設股份有限公司,興富發,建材營造,－,台北市中山區樂群二路267號10樓,12305479,曹淵博,范華軍,廖昭雄,開發部副總經理,王素月,(02)2755-5899,1980/01/23,1999/05/03,新台幣                 10.0000元,20705557510,2070555751,0,0,合併,每年,董事會,群益金鼎證券(股)公司股務代理部,(02)2702-3999,106台北市大安區敦化南路二段97號地下二樓,安侯建業聯合會計師事務所,韓沂璉,鄒依芸,Highwealth,"10F., No.267, Lequn 2nd RdTaipei 104,Taiwan,R.O.C",(02)2755-5988,karen@highwealth.com.tw,http://www.highwealth.com.tw/,廖昭雄,副總經理,(02)27555899,liao@highwealth.com.tw,https://www.highwealth.com.tw/stakeholder.php,https://www.highwealth.com.tw/stakeholder.php?data_type=governance&page_type=governance,207.0555751
2543,皇昌營造股份有限公司,皇昌,建材營造,－,台北市內湖區潭美街539號23樓,34342717,江程金,黃重雷,官心惠,副總經理,朱惠菊,2792-2988,1981/02/16,1999/10/15,新台幣                 10.0000元,4550290270,455029027,0,0,合併,每半會計年度,股東會,元富證券股份有限公司,(02)2768-6668,台北市105松山區光復北路11巷35號地下一樓,霈昇聯合會計師事務所,林育雅,李菡,HWANG CHANG,"23F., No. 539, Tanmei St., Neihu Dist.,Taipei,Taiwan,R.O.C",2792-8399,pr@hcgc.com.tw,www.hcgc.com.tw,官心惠,副總經理,02-2792-2988,pr@hcgc.com.tw,www.hcgc.com.tw,https://www.hcgc.com.tw/company,45.5029027
2545,皇翔建設股份有限公司,皇翔,建材營造,－,台北市博愛路38號8樓,86379024,廖年吉,廖宇祥,游玉華,財務部副總,王繼華,23882898,1991/12/06,2000/09/11,新台幣                 10.0000元,3797348080,379734808,0,0,合併,每年,股東會,元大證券股份有限公司,25865859,台北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,鄒依芸,陳宗哲,HUANG HSIANG,"8FL,NO.38,BO AI  ROAD,TAIPEI,R.O.C",23896999,contact@hhe.com.tw,www.hhe.com.tw,游玉華,財務部副總,23882898,eva@hhe.com.tw,www.hhe.com.tw,www.hhe.com.tw,37.9734808
2547,日勝生活科技股份有限公司,日勝生,建材營造,－,台北市大同區市民大道一段209號14樓,12373243,林榮顯,劉垚凱,陳婷婷,協理,王正芬,(02)7733-8888,1982/03/26,2000/12/22,新台幣                 10.0000元,10350946490,1035094649,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,楊清鎮,方涵妮,RADIUM,"14FL., No.209, Sec. 1, Civic Blvd., Datong Dist.,Taipei, Taiwan, R.O.C.",(02)2559-5188,line@radium.com.tw,http://www.radium.com.tw,陳婷婷,協理,(02)7733-8888,Radiumgrp2547@radium.com.tw,http://www.radium.com.tw,https://www.radium.com.tw/governance-structure,103.5094649
2548,華固建設股份有限公司,華固,建材營造,－,台北市信義路四段456號7樓,23358846,鍾榮昌,洪嘉昇,劉若梅,財務長,姚秀琴.楊康平,2758-2828,1989/04/06,2002/08/26,新台幣                 10.0000元,3044939980,304493998,0,0,合併,每年,董事會,台新證券股務代理部,2504-8125,台北市建國北路一段96號B1,資誠聯合會計師事務所,王方瑜,林佳鴻,HUAKU　　,"7F, No.456, Sec.4, Xinyi Rd.,　　Taipei , Taiwan , R.O.C.　",2729-2687,susan@huaku.com.tw,https://www.huaku.com.tw,楊康平,襄理,2758-2828,kurtis.yang@huaku.com.tw,https://www.huaku.com.tw/governanceDetail?id=0jNY70s1hKSSBfJA,https://www.huaku.com.tw/governance,30.4493998
2597,潤弘精密工程事業股份有限公司,潤弘,建材營造,－,台北市中山區八德路二段308號10樓,66394146,李志宏,莫惟瀚,曹昌盛,資深副總,趙存國,02-81619999,1975/11/03,2010/03/26,新台幣                 10.0000元,3107160000,310716000,0,0,合併,每年,股東會,本公司股務,81617958,台北市中山區八德路二段308號12樓,資誠聯合會計師事務所,黃金連,張淑瓊,REC,"10FL., No.308, Sec. 2, Bade Rd., Jhongshan District, Taipei City 104, TaiwanRepublic of China",02-81619988,cmc@mail.ruentex.com.tw,https://www.rtc.com.tw,趙存國,副總經理,81619999,Rt008763@mail.ruentex.com.tw,https://www.rtc.com.tw,https://www.rtc.com.tw,31.0716
2601,益航股份有限公司,益航,貿易百貨,－,台北市復興南路二段237號14樓,3353007,郭人豪,郭人豪,林燕玲,董事會秘書處協理,劉韋伶,27069911,1963/10/08,1965/11/04,新台幣                 10.0000元,8247760670,824776067,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,潘俊名,張淑瑩,FSC,"14th Fl., No.237, Fuhsing S. Rd.,Sec. 2Taipei, Taiwan, R.O.C",27069922,firsteam@firsteam.com.tw,www.firsteam.com.tw,林燕玲,董事會秘書處協理,23267635,ballylin@firsteam.com.tw,http://www.firsteam.com.tw/investors_info.html,https://www.firsteam.com.tw/corporate_governance.html,82.4776067
2603,長榮海運股份有限公司,長榮,航運業,－,台北市中山區民生東路二段166號,11337775,張衍義,吳光輝,吳光輝,總經理,莫政平,(02)2505-7766,1968/09/25,1987/09/21,新台幣                 10.0000元,21650429960,2165042996,0,0,合併,每年,股東會,股務課,(02)2500-1668,台北市中山區民生東路二段166號2樓,資誠聯合會計師事務所,賴宗羲,余正富,EMC,"NO.166 , SEC.2 , MINSHENG EAST ROADTAIPEI , TAIWAN , R.O.C",(03)351-0973,public@evergreen-marine.com,www.evergreen-marine.com,莫政平,財務部部主管,02-25001280,finir@evergreen-marine.com,https://csr.evergreen-marine.com/,https://www.evergreen-marine.com/emc/governance/jsp/EMC_BoardOfDirector.jsp?lang=zh-tw,216.5042996
2605,新興航運股份有限公司,新興,航運業,－,台北市大安區復興南路一段368號14樓,11812103,許積皋,許積皋,許志鴻,財務處副總經理,范曉婷,02-27037055,1968/02/27,1989/12/08,新台幣                 10.0000元,5853532970,585353297,0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,廖福銘,蔡蓓華,SNC,"14F, No.368 , FU HSING SOUTH ROAD,SECTION 1.TAIPEI, TAIWAN, R.O.C.",02-27003374,ad@snc.com.tw,http://www.snc.com.tw/,許志鴻,財務處副總經理,02-27037055#282,ad@snc.com.tw,www.snc.com.tw/§Q?`???Y?H,www.snc.com.tw/???q?v?z,58.5353297
2606,裕民航運股份有限公司,裕民,航運業,－,台北市敦化南路二段207號29樓,47067419,徐旭東,王書吉,張宗良,副總經理,陳長生,(02)27338000,1968/08/29,1990/12/08,新台幣                 10.0000元,8450557120,845055712,0,0,合併,每年,股東會,亞東證券股份有限公司,(02)77531699,新北市板橋區新站路16號13樓,勤業眾信聯合會計師事務所,劉紋伶,戴信維,U-MING,"29TH FL.,TAIPEI METRO TOWER,207,SEC.2,TUN HWA S.RD.TAIPEI 106,TAIWAN,REPUBLIC OF CHINA",(02)27359900,uming@metro.feg.com.tw,http://www.uming.com.tw,張宗良,副總經理,(02)27376008,bismark@metro.feg.com.tw,http://www.uming.com.tw/investor_relations,https://www.uming.com.tw/investors/Index.aspx,84.5055712
2607,長榮國際儲運股份有限公司,榮運,航運業,－,桃園市桃園區經國路899號,4406559,邱顯育,林振芳,林振芳,總經理,張慧貞,03-3252060,1973/10/05,1990/12/14,新台幣                 10.0000元,5335705470,533570547,0,0,合併,每年,股東會,長榮國際儲運股份有限公司股務課,02-25001668,台北市中山區民生東路二段166號2樓,資誠聯合會計師事務所,賴宗羲,余正富,EITC,"899, CHING KUO ROAD,TAOYUAN DIST., TAOYUAN CITY, TAIWAN",03-3462009,mgt@evergreen-eitc.com.tw,www.evergreen-eitc.com.tw,高懿珍,經理,03-3252060,fin@evergreen-eitc.com.tw,https://www.evergreen-eitc.com.tw/eitchtdocs/zh/E02-1-Intro.html,https://www.evergreen-eitc.com.tw,53.3570547
2608,嘉里大榮物流股份有限公司,嘉里大榮,航運業,－,台北市中正區新生南路一段50號14樓,51015548,沈宗桂,財務暨行政總處：阮慧雯；營運總處：滕德昌,阮慧雯,財務暨行政總處總經理,胡明昌總務處協理,02-33226888,1959/12/21,1990/12/20,新台幣                 10.0000元,4670004980,467000498,0,0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,吳麗冬,蘇定堅,Kerry TJ,"14F., No.50, Sec. 1, Xinsheng S. Road,TAI-PEI,TAIWAN,R.O.C",02-33226777,investor@kerrytj.com,http://www.kerrytj.com,胡明昌,協理,02-33226888,investor@kerrytj.com,https://www.kerrytj.com/zh/menu/sub/44,https://www.kerrytj.com/zh/menu/sub/28,46.7000498
2609,陽明海運股份有限公司,陽明,航運業,－,基隆市七堵區明德一路271號,4200199,蔡豐明,白崑榮,白崑榮,總經理,李明輝、劉麗雯,02-2455-9988,1972/12/29,1992/04/20,新台幣                 10.0000元,34921042700,3492104270,0,0,合併,每年,股東會,凱基證券股份有限公司,02-2389-2999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,鄭欽宗,楊承修,YMTC,"No. 271, Mingde 1st Rd., Qidu Dist.Keelung City 206006, Taiwan(R.O.C.)",02-2455-9988,cs@yangming.com,http://www.yangming.com/,張景博,資深管理師,02-2455-9988,FFIC@yangming.com,https://esg.yangming.com/esg/stakeholder/1/,https://esg.yangming.com/esg/information/corporategovernance/,349.210427
2610,中華航空股份有限公司,華航,航運業,－,桃園市大園區航站南路一號,11145904,高星潢,陳漢銘,魯淑慧,處長,顏洋,(03)399-8888,1959/09/07,1993/02/26,新台幣                 10.0000元,60839235590,6083923559,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,李冠豪,錢奕圻,CAL,"No.1, Hangzhan S. Rd.,Dayuan Dist., Taoyuan City, Taiwan R.O.C",(03)399-8313,tpeprci@china-airlines.com,http://www.china-airlines.com,蔡俊偉,財務處經理,03-3998361,tpeaf@china-airlines.com,https://www.china-airlines.com/tw/zh/about-us/stakeholder,https://www.china-airlines.com/tw/zh/corporate-governance/index,608.3923559
2614,東森國際股份有限公司,東森,其他,－,台北市復興南路一段368號8樓,4964250,廖尚文,廖尚文,鄭應娜,資深副總經理,沈耀祖,2755-7565,1975/05/14,1995/09/23,新台幣                 10.0000元,3002430700,300243070,0,0,合併,每年,董事會,統一綜合證券(股)公司股務代理部,2746-3797,台北市松山區東興路8號地下一樓,安侯建業聯合會計師事務所,黃欣婷,陳宗哲,EMIC,"8F,NO.368 FU HSING S. RD., SEC.1TAIPEI, TAIWAN 106",2702-8079,emic@emic.com.tw,http://www.emic.com.tw,沈耀祖,副總經理,2755-7565,ir@emic.com.tw,https://www.emic.com.tw/contact.php,https://www.emic.com.tw/corporate_governance.php,30.024307
2615,萬海航運股份有限公司,萬海,航運業,－,台北市松江路136號10樓,11395000,久福花園股份有限公司,謝福隆,蘇麗梅,協理,謝福隆,02-25677961,1965/02/24,1996/05/16,新台幣                 10.0000元,28061462930,2806146293,0,0,合併,每年,股東會,華南永昌綜合證券(股)公司股務部,02-27186425,台北市民生東路四段54號4樓,安侯建業聯合會計師事務所,陳宜君,郭柔蘭,WANHAI,"10TH FL,136 SUNG CHIANG RD.TAIPEI,TAIWAN, R.O.C",02-25216000,laura_su@wanhai.com,http://tw.wanhai.com/,張家銘,副理,02-25677961#6197,IR@wanhai.com,https://tw.wanhai.com/views/contactus/Contactus_invest.xhtml?file_num=75322&parent_id=65578&top_file,https://tw.wanhai.com/views/content/corporate_operation.xhtml?file_num=119762&parent_id=85400&top_fi,280.6146293
2617,台灣航業股份有限公司,台航,航運業,－,台北市濟南路二段29號2~6樓,3564713,劉文慶,仇忠林,仇忠林,總經理,陳建州,02-23941769,1946/07/01,1998/06/24,新台幣                 10.0000元,4172944870,417294487,0,0,合併,每年,股東會,元大證券股份有限公司,02-2586-5859,臺北市大安區敦化南路2段67號B1,勤業眾信聯合會計師事務所,辛宥呈,翁雅玲,TNC,"2-6FL,NO.29, SEC.2,CHI NAN ROADTAIPEI, TAIWAN,R.O.C.",02-23970640,tnctpe@taiwanline.com.tw,http://www.taiwanline.com.tw,陳建州,副總經理,02-23941769#803,tony@taiwanline.com.tw,http://www.taiwanline.com.tw/,https://esg.twse.com.tw,41.7294487
2618,長榮航空股份有限公司,長榮航,航運業,－,桃園市蘆竹區新南路一段376號,23225229,林寶水,孫嘉明,陳耀銘,公共關係室副總經理,王瑞裕,03-3515151,1989/04/07,2001/09/17,新台幣                 10.0000元,54004443350,5400444335,0,0,合併,每年,董事會,長榮航空股務課,02-2500-4100,台北市民生東路二段166號2樓,安侯建業聯合會計師事務所,陳雅琳,楊雲筑,EVAAIR,"NO.376,SEC.1,HSIN-NAN ROADLUCHU DIST.,TAOYUAN CITY,TAIWAN",02-25013999,prd@evaair.com,www.evaair.com,江璞欣,財務部經理,02-85002300,finir@evaair.com,https://www.evaair.com/zh-tw/about-eva-air/stakeholder-interest/,https://www.evaair.com/zh-tw/about-eva-air/corporate-governance/,540.0444335
2633,台灣高速鐵路股份有限公司,台灣高鐵,航運業,－,(11568)台北市南港區經貿二路66號13樓,16446274,史哲,陳惠裕,鄒衡蕪,副總經理,王平宇,02-8789-2000,1998/05/11,2016/10/27,新台幣                 10.0000元,56282930580,5628293058,3000000000,0,個別,每年,股東會,富邦綜合證券股務代理部,02-2361-1300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,于智帆,周建宏,THSRC,"13F., No.66, Jingmao 2nd Rd ., Nangang DistrictTaipei City 11568, Taiwan, R.O.C.　",02-8789-3000,Spokesman_MBOX@thsrc.com.tw,www.thsrc.com.tw,吳秀婉,經理,02-8725-1359,FND_MBOX@thsrc.com.tw,https://corp.thsrc.com.tw/corp/aacb78a4-9b1b-4452-a8d9-e4f07cc9519e,https://corp.thsrc.com.tw/corp/00a08d00-5f55-47f6-bc44-49019b97e722,562.8293058
2634,漢翔航空工業股份有限公司,漢翔,航運業,－,台中市西屯區漢翔路1號,97160544,待委任(由曹進平總經理代理董事長職務),曹進平,曹進平,總經理,周峻,04-27020001,1996/07/01,2014/08/25,新台幣                 10.0000元,9418671010,941867101,0,0,合併,每年,股東會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段六號六樓,勤業眾信聯合會計師事務所,曾棟鋆,許瑞隆,AIDC　　,"No. 1, Hanxiang Rd., Xitun DistTaichung City 407803, Taiwan (R.O.C.)",04-22842295,IR@ms.aidc.com.tw,www.aidc.com.tw,黃逸蓁,組長,04-22842881,ir@ms.aidc.com.tw,http://www.aidc.com.tw/tw/cse/stakeholder,https://www.aidc.com.tw/tw/investor/governance/principle,94.1867101
2637,慧洋海運股份有限公司,慧洋-KY,航運業,KY,"Windward 3,Regatta Office Park,PO Box 1350,Grand Cayman KY1",25637751,藍俊昇,藍俊昇,薛亦駿,財務長,李采蓁,02-27552637,2008/10/21,2010/12/01,新台幣                 10.0000元,7464091990,746409199,0,0,合併,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3F,安永聯合會計師事務所,呂倩雯,劉榮進,WISDOM,"Rm. 711, 7th Fl, No 237, Fu-Hsing S. Rd. Sec.2Taipei , Taiwan",02-27556865,ir@wisdomlines.com.tw,www.wisdomlines.com.tw,牟冠諭,,02-27552637,ir@wisdomlines.com.tw,http://www.wisdomlines.com.tw/esg,https://www.wisdomlines.com.tw/cg,74.6409199
2645,長榮航太科技股份有限公司,長榮航太,航運業,－,桃園市大園區航站南路6號,16097775,黃南宏,謝新文,謝新文,總經理,陳啟民,03-3519500,1997/11/10,2023/03/14,新台幣                 10.0000元,3745709620,374570962,0,0,個別,每年,董事會,凱基證券股份有限公司股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,陳雅琳,鄭博仁,EGAT,"NO. 6, HANGZHAN S. RD.,DAYUAN DIST., TAOYUAN CITY, TAIWAN",03-3931045,spokesman@egat.com.tw,https://www.egat.com.tw/,陳啟民,財務部協理,03-3833268,IR@egat.com.tw,https://www.egat.com.tw/zh-hant/corporate-social-responsibility/stakeholders-and-issue-management/,https://www.egat.com.tw/zh-hant/corporate-governance/company-rules/,37.4570962
2646,星宇航空股份有限公司,星宇航空,航運業,－,臺北市信義區忠孝東路四段525號11樓,51712072,張國煒,翟健華,梁文龍,公關長,劉俐(文三),02-27911000,2018/05/02,2024/10/25,新台幣                 10.0000元,30087350000,3008735000,0,0,個別,每年,董事會,元大證券股份有限公司股務代理部,02-25865859,臺北市大安區敦化南路2段67號地下一樓,安永聯合會計師事務所,余倩如,黃子評,STARLUX AIR,"11F., No. 525, Sec. 4, Zhongxiao E. Rd., Xinyi Dist.Taipei City 110055, Taiwan (R.O.C.)",02-87913999,crd@starlux-airlines.com,https://www.starlux-airlines.com/,劉小姐,資深專員,02-27911000,ir@starlux-airlines.com,https://www.starlux-airlines.com/zh-TW/about-us/stakeholder-dialogue,https://www.starlux-airlines.com/zh-TW/about-us/corporate-governance,300.8735
2701,萬華企業股份有限公司,萬企,觀光餐旅,－,台北市峨嵋街52號,15415013,蔡茂昌,吳雅珍,蔡茂昌,董事長,梁鈺汶,(02)2375-3211,1958/02/26,1965/03/22,新台幣                 10.0000元,4499678380,449967838,0,0,個別,每年,股東會,本公司股務科,(02)2381-3737,台北市中華路一段41號11樓,勤業眾信聯合會計師事務所,謝東儒,趙永祥,WANHWA,"52 O MEI STREETTAIPEI,TAIWAN,R.O.C",(02)23315386,wanhwa.ltd@msa.hinet.net,www.wanhwa.com.tw,梁鈺汶,財務主管,02-23813737,www.wanhwa.com.tw,www.wanhwa.com.tw,www.wanhwa.com.tw,44.9967838
2704,國賓大飯店股份有限公司,國賓,觀光餐旅,－,臺北市中山區中山北路2段65巷9號2樓,11636802,許育瑞,許家堯,林興國,首席顧問,何仲仁、黃國瑋,(02)2551-1111,1962/12/01,1982/11/10,新台幣                 10.0000元,3669233430,366923343,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段八十三號五樓,安永聯合會計師事務所,林素雯,林世寰,AMBH,"2F., No. 9, Lane 65, Section 2, Zhongshan North Road,Taipei,Taiwan,R.O.C.",(02)2523-3358,stock@ambassador-hotels.com,www.ambassador-hotels.com,何仲仁,資深協理,(02)21002100#2862,jerry.ho@ambassador-hotels.com,http://investor.ambassador-hotels.com/stakeholder.htm,https://investor.ambassador-hotels.com/corgavernance.htm,36.6923343
2706,第一華僑大飯店股份有限公司,第一店,觀光餐旅,－,台北市南京東路二段六十三號,11587957,顧安生,徐小華,顧安生,董事長,林秀美,25418234,1968/09/27,1991/06/25,新台幣                 10.0000元,4999983460,499998346,0,0,個別,每年,股東會,第一華僑大飯店(股)股務課,23753211,臺北市中華路1段41號11樓,勤業眾信聯合會計師事務所,楊承修,馬偉峻,FIRST HOTEL,"63 NANKING EAST RD. SEC. 2TAIPEI,TAIWAN",25812411,firsthotel@aptg.net,twfirsthotel.com.tw,林秀美,副總經理,0225418234,firsthotel@aptg.net,http://twfirsthotel.com.tw/relation.html,http://twfirsthotel.com.tw/relation.html,49.9998346
2801,彰化商業銀行股份有限公司,彰銀,金融保險業,－,臺中市自由路二段三八號,51811609,胡光華,簡志光,鄧秀娟,副總經理,林玉葉,02-25362951,1950/07/01,1962/02/15,新台幣                 10.0000元,117660462530,11766046253,0,0,合併,每年,股東會,兆豐證券股務代理部,02-33930898,臺北市忠孝東路二段95號,勤業眾信聯合會計師事務所,吳美慧,龔則立,CHANG HWA BANK,"38,Tsu Yu Rd .,Sec.2Taichung,Taiwan,R.O.C.",02-25313024,chbgss@chb.com.tw,www.bankchb.com,楊純婷,科長,02-25362951#1380,oaoa@chb.com.tw,https://www.bankchb.com/frontend/mashup.jsp?funcId=bbff2f5c15,https://www.bankchb.com/frontend/mashup.jsp?funcId=881cd7a915,1176.6046253
2809,京城商業銀行股份有限公司,京城銀,金融保險業,－,台南市西門路一段506號,68921101,戴誠志,姜宏亮,尤其偉,副總經理,戴頌琪,06-2139171,1951/07/11,1983/07/20,新台幣                 10.0000元,11112342650,1111234265,0,0,合併,每年,股東會,永豐金證券(股)公司股務代理部,02-23816288,台北市博愛路17號3樓,安永聯合會計師事務所,洪國森,謝勝安,KTB,"506,Sec.1,Shi-Men RoadTainan,Taiwan,R.O.C.",06-2130895,csr@mail.ktb.com.tw,www.ktb.com.tw,戴頌琪,經理,06-2139171,ir@mail.ktb.com.tw,https://customer.ktb.com.tw/new/about/7a39bf08,https://customer.ktb.com.tw/new/about/0e4ff2e5,111.1234265
2812,台中商業銀行股份有限公司,台中銀,金融保險業,－,台中市民權路87號,51816908,李瑞倉,董益源,鄭榮國,副總經理,蔡宏隆,04-22236021,1953/08/26,1984/05/15,新台幣                 10.0000元,59216259210,5921625921,0,0,合併,每年,股東會,本公司股務科,02-23957388,100台北市中正區新生南路一段50號11樓,勤業眾信聯合會計師事務所,劉書琳,王攀發,T.C.C.B.,"No.87, Mincyuan Rd., West District, Taichung City 40341, Taiwan (R.O.C.)taichung TAIWAN",04-22270138,tcbserv@tcbbank.com.tw,http://www.tcbbank.com.tw,鄭榮國,副總經理,04-22236021,tcbserv@tcbbank.com.tw,https://www.tcbbank.com.tw/Intro/B_22.html,https://www.tcbbank.com.tw/Intro/B_20.html,592.1625921
2820,中華票券金融股份有限公司,華票,金融保險業,－,台北市內湖區堤頂大道二段99號4樓,12198359,張政權,魏政祥,劉立凡,協理,陳協理人傑,(02)2799-1177,1978/12/01,1994/10/26,新台幣                 10.0000元,13429600000,1342960000,0,0,個別,每年,股東會,中國信託商業銀行,(02)6636-5566,台北市重慶南路1段83號5樓,勤業眾信會計師事務所,陳盈州,李冠豪,CBF,"4F., No.99, Sec. 2, Tiding Blvd., Neihu Dist., Taipei City 114, TaiwanTaipei,Taiwan,R.O.C.",(02)2659-2919,service@cbf.com.tw,http://www.cbf.com.tw,劉立凡,協理,02-27991177,jimmy_liu@cbf.com.tw,http://www.cbf.com.tw/ct.asp?xItem=14418&CtNode=639&mp=1,https://www.cbf.com.tw/np.asp?ctNode=990&mp=1,134.296
2832,台灣產物保險股份有限公司,台產,金融保險業,－,臺北市館前路49號8樓,3557115,李泰宏,陳昭鋒,黃志傑,資深協理,陳雯,(02)23821666,1948/03/12,1997/09/30,新台幣                 10.0000元,3622004000,362200400,0,0,個別,每年,股東會,國票綜合證券股份有限公司,(02)25288988,台北市松山區南京東路五段188號15樓,勤業眾信聯合會計師事務所,楊承修,徐文亞,TFMI,8F 49 Kuan Chien RoadTaipei Taiwan,(02)23882555,finance@mail.tfmi.com.tw,https://www.tfmi.com.tw,黃志傑,資深協理,(02)23821666#196,gjhuang@tfmi.com.tw,https://www.tfmi.com.tw/investor_CG.aspx,https://www.tfmi.com.tw/investors-Corporate-directors,36.22004
2834,臺灣中小企業銀行股份有限公司,臺企銀,金融保險業,－,台北市塔城街三十號,3793407,李嘉祥,李國忠,乙增祥,副總經理,欒家瑞,(02)25597171,1950/09/23,1998/01/03,新台幣                 10.0000元,97180618490,9718061849,0,0,合併,每年,股東會,元大證券股份有限公司,(02)25865859,臺北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,李逢暉,蔡佩汝,TBB,"No.30 Ta Cheng St.Taipei, Taiwan, R.O.C.",(02)25506073,TBB@mail.tbb.com.tw,http://www.tbb.com.tw,陳宜平,業務發展部副理,02-2559-7171#2113,epingchen@mail.tbb.com.tw,https://ir.tbb.com.tw/stakeholders/procedures-for-the-analysis-of-material-issues,https://www.tbb.com.tw/zh-tw/about/intro/governance/internal-policies,971.8061849
2836,高雄銀行股份有限公司,高雄銀,金融保險業,－,高雄市左營區博愛二路168號,79854797,陳勇勝(代理),張榮泰(代理),張榮泰,代理總經理,尤宜珍,(07)557-0535,1982/01/13,1998/05/18,新台幣                 10.0000元,18799169850,1839916985,0,40000000,個別,每年,股東會,元大證券股份有限公司股務代理部,(02)2586-5859,106045臺北市大安區敦化南路二段67號地下一樓,國富浩華聯合會計師事務所,黃鈴雯,李國銘,B.O.K,"168 Po Ai 2nd Road, Tsoying DistrictKaohsiung, Taiwan",(07)558-0529,0691@mail.bok.com.tw,www.bok.com.tw/,向元慶,顧問暨主任秘書,(07)5590563,m0020@mail.bok.com.tw,www.bok.com.tw/,https://www.bok.com.tw/bokgov,187.9916985
2838,聯邦商業銀行股份有限公司,聯邦銀,金融保險業,－,台北市松山區民生東路三段109號1、2樓,86380802,林鴻聯,許維文,楊巨昌,副總經理,盧文娟,(02)2718-0001,1991/12/31,1998/06/29,新台幣                 10.0000元,42500728730,4050072873,0,200000000,合併,每年,股東會,元富證券股份有限公司,(02)2768-6668,臺北市光復北路11巷35號地下一樓,勤業眾信聯合會計師事務所,李冠豪,施俊弘,UBOT,"1F.2F., No.109, Sec. 3, Minsheng E. Rd., Songshan DistrictTaipei City, Taiwan, R.O.C.",(02)2545-5169,103 0199@ubot.com.tw,www.ubot.com.tw,楊巨昌,副總經理,(02)2718-0001,Yanger_Yang@ubot.com.tw,www.ubot.com.tw/interestrelationship,https://www.ubot.com.tw/esg_governance,425.0072873
2845,遠東國際商業銀行股份有限公司,遠東銀,金融保險業,－,"台北市敦化南路二段207號26, 27樓",86517096,侯金英,周添財,林建忠,執行副總經理,陳雲儀,(02)2378-6868,1992/01/11,1998/11/27,新台幣                 10.0000元,42753997380,4275399738,0,0,合併,每年,股東會,亞東證券股份有限公司,(02)7753-1699,新北市板橋區新站路16號13樓,勤業眾信聯合會計師事務所,陳俊宏,楊承修,FEIB,"26, 27/F, No. 207 Tun Hwa S. Road, Sec. 2Taipei, Taiwan, R.O.C",(02)2376-5691,service@feib.com.tw,http://www.feib.com.tw,莊惠莘,資深經理,(02)23765758,patriciachuang@feib.com.tw,https://www.feib.com.tw/detail?id=396,https://www.feib.com.tw/L2?id=p33&focusid=type3,427.5399738
